seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,country_iso3
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,91.5264,2020,,Statbel (Directorate General Statistics - Statistics Belgium),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,92.7887,2021,,Statbel (Directorate General Statistics - Statistics Belgium),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,94.0078,2022,,Statbel (Directorate General Statistics - Statistics Belgium),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,30,BEL,Belgium,94.6263,2023,,Statbel (Directorate General Statistics - Statistics Belgium),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BEL
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,31.8,2010,,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,39.6489,2011,,National Statistical Committee of the Republic of Belarus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,46.91,2012,,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,54.17,2013,,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,59.0163,2014,During the recent 12 months.,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,62.2304,2015,During the recent 12 months.,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,71.113,2016,Persons aged 6-72 years.; in the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,74.4364,2017,Persons aged 6-72 years; in the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,79.1299,2018,Persons aged 6-72 years; in the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,82.7892,2019,Persons aged 6-72 years; in the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,85.0879,2020,In the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,86.8884,2021,In the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,89.5073,2022,In the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,37,BLR,Belarus,91.5125,2023,In the last 12 months,National Statistical Committee of the Republic of Belarus (Belstat),Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BLR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,46.23,2010,,Communications Regulation Commission,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,47.98,2011,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,51.9,2012,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,53.0615,2013,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,55.4904,2014,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
